record_id,task_type,project_id,split,quality_level,review_status,approve,notes
108c6275-3445-5103-b9b7-2df237d82745,risk_detect,ab8d6a0c-4f83-551f-b06e-8a256e8fcebe,train,silver,pending,yes,course_pilot_auto_qc
05b8a61b-a034-503e-9fa2-24a4ee50f48e,risk_detect,ddff323e-15ad-5c77-b0bf-0683e02f5a2d,train,silver,pending,yes,course_pilot_auto_qc
ca464227-b4b8-5b31-8443-c66e71588ef0,tool_call,1eb966e0-a91a-5a59-a319-2c44efeddf2a,train,silver,pending,yes,course_pilot_auto_qc
09fae13a-930b-5d26-93ae-92cd554e3eb0,risk_detect,fe74ac2a-c1b8-592b-a6d0-f5a5e13198e2,train,silver,pending,yes,course_pilot_auto_qc
001f1799-6db6-5ef6-9709-3174d3feb415,risk_detect,6266cba7-1260-5932-8e3c-6eef0f512739,train,silver,pending,yes,course_pilot_auto_qc
0ffb83ae-86c5-58e7-8f54-dbc14723bd76,risk_detect,e4fbfbd4-1124-53ca-9d25-54b3c7da01bc,train,silver,pending,yes,course_pilot_auto_qc
14c6e6da-f828-54c3-9d77-006660614025,requirement_classify,6266cba7-1260-5932-8e3c-6eef0f512739,train,silver,pending,yes,course_pilot_auto_qc
174e8422-b1f7-530e-a845-b4d1986dca74,qualification_extract,a8a42050-ff30-538f-8d88-5e052018d273,train,silver,pending,yes,course_pilot_auto_qc
0f64fc1f-e535-51e9-a416-ff18daad9c68,risk_detect,a8a42050-ff30-538f-8d88-5e052018d273,train,silver,pending,yes,course_pilot_auto_qc
085037ae-5e8f-54ac-91b8-07c512175898,risk_detect,e4a298f5-8013-5617-8983-ac96e54d32fc,train,silver,pending,yes,course_pilot_auto_qc
797ac308-eff5-5849-b88f-8663ddc78c25,scoring_extract,e4fbfbd4-1124-53ca-9d25-54b3c7da01bc,train,silver,pending,yes,course_pilot_auto_qc
6fea0daf-5184-56de-b039-9b11abfde2d6,qualification_extract,e4fbfbd4-1124-53ca-9d25-54b3c7da01bc,train,silver,pending,yes,course_pilot_auto_qc
0e286c44-213a-5894-955b-3dcce71d0a9f,risk_detect,e4fbfbd4-1124-53ca-9d25-54b3c7da01bc,train,silver,pending,yes,course_pilot_auto_qc
05cf009f-4670-5798-942c-c9d7390c13f9,requirement_classify,fe74ac2a-c1b8-592b-a6d0-f5a5e13198e2,train,silver,pending,yes,course_pilot_auto_qc
05914636-f6ec-5d90-97f8-5e04acd4267d,requirement_classify,9d3c2112-d8de-5505-b6fd-5accc23af170,train,silver,pending,yes,course_pilot_auto_qc
336d4afa-2ccc-57be-bf01-ea41f7c994b8,scoring_extract,ab8d6a0c-4f83-551f-b06e-8a256e8fcebe,train,silver,pending,yes,course_pilot_auto_qc
bceaf000-aa4f-5281-bf35-0cc1df7cfd6d,citation_qa,a8a42050-ff30-538f-8d88-5e052018d273,train,silver,pending,yes,course_pilot_auto_qc
08cbf900-e308-53c0-8703-faea3c693f16,qualification_extract,a8a42050-ff30-538f-8d88-5e052018d273,train,silver,pending,yes,course_pilot_auto_qc
0b8fd4d2-3978-5421-9228-b58e181c08fd,requirement_classify,6dc5d746-5e3e-558a-83d3-1b1bb716ba30,train,silver,pending,yes,course_pilot_auto_qc
06dfc015-3bec-52d4-8e33-80610d187f96,risk_detect,3a301dc8-7b16-5c69-82be-9bc2648aae42,train,silver,pending,yes,course_pilot_auto_qc
8be10d4b-2c66-50a3-8f8f-d32c8230fc68,qualification_extract,c4474ca8-d9ac-5201-be70-da34217c73bc,train,silver,pending,yes,course_pilot_auto_qc
04c36b1d-1a6f-5e8a-a25e-cf10a41ceed3,requirement_classify,e4a298f5-8013-5617-8983-ac96e54d32fc,train,silver,pending,yes,course_pilot_auto_qc
78242685-fcbb-5991-822c-dfc3e4b4aea7,tool_call,e4fbfbd4-1124-53ca-9d25-54b3c7da01bc,train,silver,pending,yes,course_pilot_auto_qc
1c68e5d4-9a3b-5840-8dfd-50904f62c4cb,qualification_extract,3a301dc8-7b16-5c69-82be-9bc2648aae42,train,silver,pending,yes,course_pilot_auto_qc
10bdfe23-338e-54f4-ac3f-6935d7e71269,risk_detect,6dc5d746-5e3e-558a-83d3-1b1bb716ba30,train,silver,pending,yes,course_pilot_auto_qc
0929468d-40de-5869-afba-5f9a3a4fde89,requirement_classify,a8a42050-ff30-538f-8d88-5e052018d273,train,silver,pending,yes,course_pilot_auto_qc
0e0a3fa4-5a25-5661-821a-90646f5cb259,risk_detect,17562952-a8b1-5be5-bdac-c6aed5babc2a,train,silver,pending,yes,course_pilot_auto_qc
3eede866-6c63-5f59-9f3a-a2fe747ce673,requirement_classify,de18da6a-f1c8-56d8-ba1a-4d9288cb11c4,train,silver,pending,yes,course_pilot_auto_qc
ff9145ad-3756-5b39-aa15-e0cce388ef01,qualification_extract,a8a42050-ff30-538f-8d88-5e052018d273,train,silver,pending,yes,course_pilot_auto_qc
78554ab3-9e8c-58b8-957f-6b2c03716a61,tool_call,de18da6a-f1c8-56d8-ba1a-4d9288cb11c4,train,silver,pending,yes,course_pilot_auto_qc
539ee7ed-7c61-5e23-9ec1-c9e3b6a07ef5,qualification_extract,fe74ac2a-c1b8-592b-a6d0-f5a5e13198e2,train,silver,pending,yes,course_pilot_auto_qc
af605e81-7827-5e5c-bc99-c84ccd68dc75,qualification_extract,fa432488-7da3-5b5c-93ff-7297e1eada9f,train,silver,pending,yes,course_pilot_auto_qc
0e8daed4-d0e6-5ef2-b650-73eeea8a7450,risk_detect,e4fbfbd4-1124-53ca-9d25-54b3c7da01bc,train,silver,pending,yes,course_pilot_auto_qc
935fab3b-0f84-5888-9ca8-6c8609286d12,citation_qa,ddff323e-15ad-5c77-b0bf-0683e02f5a2d,train,silver,pending,yes,course_pilot_auto_qc
d897b753-fe73-53b8-9158-993795cc4990,tool_call,e4a298f5-8013-5617-8983-ac96e54d32fc,train,silver,pending,yes,course_pilot_auto_qc
0f86bf07-494c-5e13-b90d-8532743d578a,requirement_classify,c4474ca8-d9ac-5201-be70-da34217c73bc,train,silver,pending,yes,course_pilot_auto_qc
dd8ac514-b177-575a-82f8-5bfcb7f75f63,qualification_extract,c4474ca8-d9ac-5201-be70-da34217c73bc,train,silver,pending,yes,course_pilot_auto_qc
039f5072-c637-5dc7-9eaa-c6d599646316,requirement_classify,fe74ac2a-c1b8-592b-a6d0-f5a5e13198e2,train,silver,pending,yes,course_pilot_auto_qc
0955813e-ff89-5d7a-9abc-7d169ba2aef3,risk_detect,a8a42050-ff30-538f-8d88-5e052018d273,train,silver,pending,yes,course_pilot_auto_qc
7691dc27-c901-5183-9f4a-dde749fb6619,scoring_extract,ab8d6a0c-4f83-551f-b06e-8a256e8fcebe,train,silver,pending,yes,course_pilot_auto_qc
67341c09-8f85-5d5e-bfec-cae859994bc2,requirement_classify,e4fbfbd4-1124-53ca-9d25-54b3c7da01bc,train,silver,pending,yes,course_pilot_auto_qc
0001f758-b33d-52ea-ba0e-36eb0dc86ebe,requirement_classify,6266cba7-1260-5932-8e3c-6eef0f512739,train,silver,pending,yes,course_pilot_auto_qc
fb8b7387-fa89-5053-a84c-55364f3821fa,qualification_extract,3a301dc8-7b16-5c69-82be-9bc2648aae42,train,silver,pending,yes,course_pilot_auto_qc
e12aceb3-e5c1-5d7a-80b8-bed9b4bdb219,citation_qa,e4fbfbd4-1124-53ca-9d25-54b3c7da01bc,train,silver,pending,yes,course_pilot_auto_qc
cf24329e-1ce4-573d-9ffd-aafef387bf76,project_info_extract,fe74ac2a-c1b8-592b-a6d0-f5a5e13198e2,train,silver,pending,yes,course_pilot_auto_qc
32dace12-3f56-5fe1-a4e1-3ce1047d7583,citation_qa,c4474ca8-d9ac-5201-be70-da34217c73bc,train,silver,pending,yes,course_pilot_auto_qc
5533c1b2-56dc-5af4-b00d-0150421abae6,qualification_extract,3a301dc8-7b16-5c69-82be-9bc2648aae42,train,silver,pending,yes,course_pilot_auto_qc
ebe8d014-ab8d-5c57-a26b-ad9d6f2ff07b,citation_qa,c4474ca8-d9ac-5201-be70-da34217c73bc,train,silver,pending,yes,course_pilot_auto_qc
6850b42d-f936-5865-b65e-540a1487822b,qualification_extract,a8a42050-ff30-538f-8d88-5e052018d273,train,silver,pending,yes,course_pilot_auto_qc
18c6ab66-1633-5d1d-8c56-38fa1f1b1359,citation_qa,9d3c2112-d8de-5505-b6fd-5accc23af170,train,silver,pending,yes,course_pilot_auto_qc
e170f3c7-8320-5f4f-9556-cb8824154951,qualification_extract,c2f962b0-75a9-5162-a8bd-4a5a60c2b3e3,train,silver,pending,yes,course_pilot_auto_qc
51bb1920-1a18-59e4-b782-636ebc958112,qualification_extract,fa432488-7da3-5b5c-93ff-7297e1eada9f,train,silver,pending,yes,course_pilot_auto_qc
dccfe08d-2382-5fe5-9683-3f62f3a2cd68,tool_call,ab8d6a0c-4f83-551f-b06e-8a256e8fcebe,train,silver,pending,yes,course_pilot_auto_qc
ab4ca41d-5fb5-5b79-8c6b-4f29d1d1b91b,tool_call,c4474ca8-d9ac-5201-be70-da34217c73bc,train,silver,pending,yes,course_pilot_auto_qc
090d6ae1-dd3d-50e4-85c1-c465887b7864,qualification_extract,a8a42050-ff30-538f-8d88-5e052018d273,train,silver,pending,yes,course_pilot_auto_qc
462538f4-7d00-58ec-9b55-11a4c006b621,project_info_extract,6266cba7-1260-5932-8e3c-6eef0f512739,train,silver,pending,yes,course_pilot_auto_qc
c71ae06b-8f43-58d1-81bd-254926bd489b,citation_qa,fe74ac2a-c1b8-592b-a6d0-f5a5e13198e2,train,silver,pending,yes,course_pilot_auto_qc
4b2d19bb-f4fe-5350-839c-5d9a669c40ba,tool_call,ab8d6a0c-4f83-551f-b06e-8a256e8fcebe,train,silver,pending,yes,course_pilot_auto_qc
2a0263fa-ea3f-5143-9bf4-4cb34f84d528,qualification_extract,6266cba7-1260-5932-8e3c-6eef0f512739,train,silver,pending,yes,course_pilot_auto_qc
8b230c7b-0fb0-59ea-be34-e4e6e682d4bf,qualification_extract,6266cba7-1260-5932-8e3c-6eef0f512739,train,silver,pending,yes,course_pilot_auto_qc
038b2d4c-1629-5035-9cc9-0331bf8f0dab,qualification_extract,a75536b2-47d3-54b2-bff4-faf6a56a49dc,train,silver,pending,yes,course_pilot_auto_qc
cca2f532-dc7e-5361-83d9-1fc3cc790893,requirement_classify,a8a42050-ff30-538f-8d88-5e052018d273,train,silver,pending,yes,course_pilot_auto_qc
9389fdd6-369a-5a03-8d2a-c102c2fe90e4,requirement_classify,a8a42050-ff30-538f-8d88-5e052018d273,train,silver,pending,yes,course_pilot_auto_qc
5b9d9617-2bc5-52f7-ab95-926087f526db,requirement_classify,ab8d6a0c-4f83-551f-b06e-8a256e8fcebe,train,silver,pending,yes,course_pilot_auto_qc
2d4e2403-5f6b-55e3-8447-ae1037112296,scoring_extract,a8a42050-ff30-538f-8d88-5e052018d273,train,silver,pending,yes,course_pilot_auto_qc
07db2d04-069a-5b7b-a91f-a527a69b447f,requirement_classify,17562952-a8b1-5be5-bdac-c6aed5babc2a,train,silver,pending,yes,course_pilot_auto_qc
1232fc20-ac1e-5858-b32c-f497b691355e,requirement_classify,6266cba7-1260-5932-8e3c-6eef0f512739,train,silver,pending,yes,course_pilot_auto_qc
029fc752-1169-5856-8d72-71d20f468196,risk_detect,ddff323e-15ad-5c77-b0bf-0683e02f5a2d,train,silver,pending,yes,course_pilot_auto_qc
3b49e12a-7c14-5fea-ace9-b0398ea287d1,requirement_classify,a8a42050-ff30-538f-8d88-5e052018d273,train,silver,pending,yes,course_pilot_auto_qc
fb3e724e-ea29-57fe-8df3-3b8b7a221086,scoring_extract,17562952-a8b1-5be5-bdac-c6aed5babc2a,train,silver,pending,yes,course_pilot_auto_qc
f3a8fc16-12da-504a-aa27-951018ff3ef5,qualification_extract,6dc5d746-5e3e-558a-83d3-1b1bb716ba30,train,silver,pending,yes,course_pilot_auto_qc
1685ea0a-6405-58ca-859a-3c163befc458,tool_call,c2f962b0-75a9-5162-a8bd-4a5a60c2b3e3,train,silver,pending,yes,course_pilot_auto_qc
80f1fb0d-cb7c-513f-b5ef-0e6967d3083c,tool_call,9d3c2112-d8de-5505-b6fd-5accc23af170,train,silver,pending,yes,course_pilot_auto_qc
fc872fdf-8ad6-5786-82f4-a9d9960b0ff5,project_info_extract,1eb966e0-a91a-5a59-a319-2c44efeddf2a,train,silver,pending,yes,course_pilot_auto_qc
eba8b496-92dd-57a6-bcd6-769f8ecf6527,qualification_extract,ab8d6a0c-4f83-551f-b06e-8a256e8fcebe,train,silver,pending,yes,course_pilot_auto_qc
27c2628a-6448-5d4d-bb89-e7acb41016b6,tool_call,fa432488-7da3-5b5c-93ff-7297e1eada9f,train,silver,pending,yes,course_pilot_auto_qc
81f20933-9ed6-532f-96ca-bd2de5d43916,tool_call,6dc5d746-5e3e-558a-83d3-1b1bb716ba30,train,silver,pending,yes,course_pilot_auto_qc
11986812-695b-52a3-b77b-116f2c216c38,requirement_classify,e4a298f5-8013-5617-8983-ac96e54d32fc,train,silver,pending,yes,course_pilot_auto_qc
08334efd-dea5-5f4a-82d6-544a76b21af2,risk_detect,a8a42050-ff30-538f-8d88-5e052018d273,train,silver,pending,yes,course_pilot_auto_qc
7368ffab-7de5-5f33-9e2a-b06e1e9b77e1,qualification_extract,a8a42050-ff30-538f-8d88-5e052018d273,train,silver,pending,yes,course_pilot_auto_qc
6b3f68a9-d285-56ce-ad70-2ad299d69be2,tool_call,17562952-a8b1-5be5-bdac-c6aed5babc2a,train,silver,pending,yes,course_pilot_auto_qc
0ea09e55-8030-515b-9212-dbd2a1b485cb,risk_detect,e4fbfbd4-1124-53ca-9d25-54b3c7da01bc,train,silver,pending,yes,course_pilot_auto_qc
6dee209c-daf5-5a19-98df-eb475eb53cc8,qualification_extract,c4474ca8-d9ac-5201-be70-da34217c73bc,train,silver,pending,yes,course_pilot_auto_qc
66b23339-9a3c-5c97-9086-3fe222fd35b8,citation_qa,c4474ca8-d9ac-5201-be70-da34217c73bc,train,silver,pending,yes,course_pilot_auto_qc
9c87b81e-427e-57e6-b929-df6deba7cb91,qualification_extract,a86bec0e-7bc3-5656-a94d-d2b9e53ffb19,train,silver,pending,yes,course_pilot_auto_qc
0c7cccd9-f262-59ae-8b7a-6bfadc1b1470,qualification_extract,6dc5d746-5e3e-558a-83d3-1b1bb716ba30,train,silver,pending,yes,course_pilot_auto_qc
08ccbf54-3ede-5300-9d01-4c06bf697dbe,requirement_classify,9d3c2112-d8de-5505-b6fd-5accc23af170,train,silver,pending,yes,course_pilot_auto_qc
57873291-a5d9-5a38-9f84-0f765f688c1b,citation_qa,ca35f1bf-ccc4-5c50-aafa-5efb342617ed,train,silver,pending,yes,course_pilot_auto_qc
ff84238a-8f3c-58ad-9eda-f491c7a4034e,qualification_extract,3a301dc8-7b16-5c69-82be-9bc2648aae42,train,silver,pending,yes,course_pilot_auto_qc
c6cd16b0-41a1-5ad4-ab6a-d89e5f7daf56,citation_qa,6266cba7-1260-5932-8e3c-6eef0f512739,train,silver,pending,yes,course_pilot_auto_qc
24e65eee-ff1e-5ffa-b491-987217caca4d,citation_qa,a8a42050-ff30-538f-8d88-5e052018d273,train,silver,pending,yes,course_pilot_auto_qc
0d7e4681-f826-5426-9afc-435dfa86eb8f,requirement_classify,6266cba7-1260-5932-8e3c-6eef0f512739,train,silver,pending,yes,course_pilot_auto_qc
0fc388eb-e905-5676-8ed3-71a7851d596d,risk_detect,a8a42050-ff30-538f-8d88-5e052018d273,train,silver,pending,yes,course_pilot_auto_qc
021233ec-5fa4-5d9e-b7ff-91fcb70eb14c,risk_detect,ca35f1bf-ccc4-5c50-aafa-5efb342617ed,train,silver,pending,yes,course_pilot_auto_qc
80b3ad7a-f4ad-5e5c-b9e1-9b8c2240d1c1,citation_qa,9d3c2112-d8de-5505-b6fd-5accc23af170,train,silver,pending,yes,course_pilot_auto_qc
5d8f2abe-9dd8-5e9f-8359-586e897a59c3,tool_call,6dc5d746-5e3e-558a-83d3-1b1bb716ba30,train,silver,pending,yes,course_pilot_auto_qc
b3cb2d4e-d839-505b-96cf-965502236173,scoring_extract,ab8d6a0c-4f83-551f-b06e-8a256e8fcebe,train,silver,pending,yes,course_pilot_auto_qc
07ad9fb7-73b5-57a7-8f37-61c3eb8e3401,risk_detect,ca35f1bf-ccc4-5c50-aafa-5efb342617ed,train,silver,pending,yes,course_pilot_auto_qc
059f6163-1300-5909-b90c-cfb83188200b,risk_detect,fa432488-7da3-5b5c-93ff-7297e1eada9f,train,silver,pending,yes,course_pilot_auto_qc
02fb73e9-218e-5608-8608-b066dc67a6bf,risk_detect,a8a42050-ff30-538f-8d88-5e052018d273,train,silver,pending,yes,course_pilot_auto_qc
00bb1394-44c7-5771-b891-4c7b1d80d1d9,risk_detect,c4474ca8-d9ac-5201-be70-da34217c73bc,train,silver,pending,yes,course_pilot_auto_qc
b639ffb3-6af6-5092-80aa-7a75caf167e7,scoring_extract,a8a42050-ff30-538f-8d88-5e052018d273,train,silver,pending,yes,course_pilot_auto_qc
06e3c643-ba7a-5bcd-966a-98690fadfee0,risk_detect,6266cba7-1260-5932-8e3c-6eef0f512739,train,silver,pending,yes,course_pilot_auto_qc
c8131af5-44ce-552e-a04a-abb0e9019f26,citation_qa,fe74ac2a-c1b8-592b-a6d0-f5a5e13198e2,train,silver,pending,yes,course_pilot_auto_qc
f3997f93-cb67-586f-8392-8a07e34960bf,qualification_extract,a86bec0e-7bc3-5656-a94d-d2b9e53ffb19,train,silver,pending,yes,course_pilot_auto_qc
5c31a9bd-b865-5550-b2e1-b5ac45ab9f88,qualification_extract,6dc5d746-5e3e-558a-83d3-1b1bb716ba30,train,silver,pending,yes,course_pilot_auto_qc
e4ed8471-5641-53b0-bb60-7080d037e668,project_info_extract,6dc5d746-5e3e-558a-83d3-1b1bb716ba30,train,silver,pending,yes,course_pilot_auto_qc
08ce7ed1-2007-5f93-b685-615b41f48616,requirement_classify,c4474ca8-d9ac-5201-be70-da34217c73bc,train,silver,pending,yes,course_pilot_auto_qc
c89dd424-186f-56f3-9205-c60c6e247fbd,qualification_extract,6266cba7-1260-5932-8e3c-6eef0f512739,train,silver,pending,yes,course_pilot_auto_qc
93d23eea-393c-5a43-b6f5-62f189e14e89,qualification_extract,6266cba7-1260-5932-8e3c-6eef0f512739,train,silver,pending,yes,course_pilot_auto_qc
0797a148-5b7d-5285-94cc-e3123dde3ada,risk_detect,d9b41828-9428-5bd7-944d-e0626f77a149,train,silver,pending,yes,course_pilot_auto_qc
2e024552-028a-57d7-933a-e2b11d391704,requirement_classify,a8a42050-ff30-538f-8d88-5e052018d273,train,silver,pending,yes,course_pilot_auto_qc
829e3a88-2fd5-5ef1-bcaf-dd4916b88bd7,requirement_classify,a8a42050-ff30-538f-8d88-5e052018d273,train,silver,pending,yes,course_pilot_auto_qc
e1c53c86-de4d-56a8-8e7d-1cf40e7736cb,requirement_classify,de18da6a-f1c8-56d8-ba1a-4d9288cb11c4,train,silver,pending,yes,course_pilot_auto_qc
3ab66cc7-2514-520c-bf6d-de524ae49230,tool_call,de18da6a-f1c8-56d8-ba1a-4d9288cb11c4,train,silver,pending,yes,course_pilot_auto_qc
4675903b-10bb-517b-8ef6-457e22ee9978,qualification_extract,6266cba7-1260-5932-8e3c-6eef0f512739,train,silver,pending,yes,course_pilot_auto_qc
0a374e27-aa45-55db-8d3f-646cd586e129,requirement_classify,e4fbfbd4-1124-53ca-9d25-54b3c7da01bc,train,silver,pending,yes,course_pilot_auto_qc
5d1d5d9e-caee-5979-a950-f30f83315e2b,qualification_extract,fa432488-7da3-5b5c-93ff-7297e1eada9f,train,silver,pending,yes,course_pilot_auto_qc
12833fea-1537-58e0-90ff-be774839698e,requirement_classify,e4fbfbd4-1124-53ca-9d25-54b3c7da01bc,train,silver,pending,yes,course_pilot_auto_qc
d815252f-4691-5d00-bb66-518404ec408f,citation_qa,fe74ac2a-c1b8-592b-a6d0-f5a5e13198e2,train,silver,pending,yes,course_pilot_auto_qc
117e924c-638b-5e23-aa6a-5ea39077452a,requirement_classify,6266cba7-1260-5932-8e3c-6eef0f512739,train,silver,pending,yes,course_pilot_auto_qc
6ddc38f7-6826-5918-8dad-3b6ca5ddada0,qualification_extract,17562952-a8b1-5be5-bdac-c6aed5babc2a,train,silver,pending,yes,course_pilot_auto_qc
0a005ff4-d5df-52e9-a039-bfcb54576917,risk_detect,6dc5d746-5e3e-558a-83d3-1b1bb716ba30,train,silver,pending,yes,course_pilot_auto_qc
052e6760-dc26-53b4-8305-9b1bf7520add,risk_detect,6dc5d746-5e3e-558a-83d3-1b1bb716ba30,train,silver,pending,yes,course_pilot_auto_qc
cf32c515-cb46-5b6e-8e50-3f27f71d0abc,qualification_extract,a75536b2-47d3-54b2-bff4-faf6a56a49dc,train,silver,pending,yes,course_pilot_auto_qc
74941165-b0a9-55f2-ae54-83772b36ce5a,citation_qa,c4474ca8-d9ac-5201-be70-da34217c73bc,train,silver,pending,yes,course_pilot_auto_qc
163f166a-2e87-5429-abf1-58ad20d6b72c,requirement_classify,fe74ac2a-c1b8-592b-a6d0-f5a5e13198e2,train,silver,pending,yes,course_pilot_auto_qc
97a8e115-dfb2-5f41-b247-04ede3692b81,scoring_extract,6dc5d746-5e3e-558a-83d3-1b1bb716ba30,train,silver,pending,yes,course_pilot_auto_qc
1f36582f-4b13-5e45-915a-32c38b26ec05,qualification_extract,a8a42050-ff30-538f-8d88-5e052018d273,train,silver,pending,yes,course_pilot_auto_qc
023d6e7e-30ca-52eb-9015-7ff9069c7648,risk_detect,ddff323e-15ad-5c77-b0bf-0683e02f5a2d,train,silver,pending,yes,course_pilot_auto_qc
